Scientific_name (FAO),English_name (FAO),ISSCAAP name,taxgroup
Euthynnus spp,,"Tunas, bonitos, billfishes",tuna-billfish
Katsuwonus pelamis,Skipjack tuna,"Tunas, bonitos, billfishes",tuna-billfish
Thunnus thynnus,Atlantic bluefin tuna,"Tunas, bonitos, billfishes",tuna-billfish
Thunnus orientalis,Pacific bluefin tuna,"Tunas, bonitos, billfishes",tuna-billfish
Thunnus tonggol,Longtail tuna,"Tunas, bonitos, billfishes",tuna-billfish
Thunnus atlanticus,Blackfin tuna,"Tunas, bonitos, billfishes",tuna-billfish
Thunnus alalunga,Albacore,"Tunas, bonitos, billfishes",tuna-billfish
Thunnus maccoyii,Southern bluefin tuna,"Tunas, bonitos, billfishes",tuna-billfish
Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",tuna-billfish
Thunnus obesus,Bigeye tuna,"Tunas, bonitos, billfishes",tuna-billfish
Thunnus spp,True tunas nei,"Tunas, bonitos, billfishes",tuna-billfish
Allothunnus fallai,Slender tuna,"Tunas, bonitos, billfishes",tuna-billfish
Thunnini,Tunas nei,"Tunas, bonitos, billfishes",tuna-billfish
Istiophorus platypterus,Indo-Pacific sailfish,"Tunas, bonitos, billfishes",tuna-billfish
Istiophorus albicans,Atlantic sailfish,"Tunas, bonitos, billfishes",tuna-billfish
Makaira nigricans,Blue marlin,"Tunas, bonitos, billfishes",tuna-billfish
Makaira indica,Black marlin,"Tunas, bonitos, billfishes",tuna-billfish
Makaira spp,Marlins nei,"Tunas, bonitos, billfishes",tuna-billfish
Tetrapturus belone,Mediterranean spearfish,"Tunas, bonitos, billfishes",tuna-billfish
Tetrapturus audax,Striped marlin,"Tunas, bonitos, billfishes",tuna-billfish
Tetrapturus albidus,Atlantic white marlin,"Tunas, bonitos, billfishes",tuna-billfish
Tetrapturus angustirostris,Shortbill spearfish,"Tunas, bonitos, billfishes",tuna-billfish
Tetrapturus pfluegeri,Longbill spearfish,"Tunas, bonitos, billfishes",tuna-billfish
Tetrapturus georgii,Roundscale spearfish,"Tunas, bonitos, billfishes",tuna-billfish
Tetrapturus spp,Spearfishes nei,"Tunas, bonitos, billfishes",tuna-billfish
Istiophoridae,"Marlins,sailfishes,etc. nei","Tunas, bonitos, billfishes",tuna-billfish
Xiphias gladius,Swordfish,"Tunas, bonitos, billfishes",tuna-billfish
Scombroidei,Tuna-like fishes nei,"Tunas, bonitos, billfishes",tuna-billfish
Mallotus villosus,Capelin,Miscellaneous pelagic fishes,forage fish
Belone belone,Garfish,Miscellaneous pelagic fishes,forage fish
Belone spp,,Miscellaneous pelagic fishes,forage fish
Petalichthys capensis,Cape needlefish,Miscellaneous pelagic fishes,forage fish
Platybelone argalus,Keeltail needlefish,Miscellaneous pelagic fishes,forage fish
Ablennes hians,Flat needlefish,Miscellaneous pelagic fishes,forage fish
Strongylura senegalensis,Senegal needlefish,Miscellaneous pelagic fishes,forage fish
Strongylura strongylura,Spottail needlefish,Miscellaneous pelagic fishes,forage fish
Strongylura exilis,Californian needlefish,Miscellaneous pelagic fishes,forage fish
Strongylura timucu,Timucu,Miscellaneous pelagic fishes,forage fish
Strongylura marina,Atlantic needlefish,Miscellaneous pelagic fishes,forage fish
Strongylura leiura,Banded needlefish,Miscellaneous pelagic fishes,forage fish
Tylosurus acus,Agujon needlefish,Miscellaneous pelagic fishes,forage fish
Tylosurus crocodilus,Hound needlefish,Miscellaneous pelagic fishes,forage fish
Tylosurus choram,Red Sea houndfish,Miscellaneous pelagic fishes,forage fish
Tylosurus spp,Needlefishes nei,Miscellaneous pelagic fishes,forage fish
Belonidae,"Needlefishes, etc. nei",Miscellaneous pelagic fishes,forage fish
Scomberesox saurus,Atlantic saury,Miscellaneous pelagic fishes,forage fish
Scomberesox simulans,Dwarf saury,Miscellaneous pelagic fishes,forage fish
Cololabis saira,Pacific saury,Miscellaneous pelagic fishes,forage fish
Scomberesocidae,Sauries nei,Miscellaneous pelagic fishes,forage fish
Chriodorus atherinoides,Hardhead halfbeak,Miscellaneous pelagic fishes,forage fish
Dermogenys brachynotopterus,,Miscellaneous pelagic fishes,forage fish
Hyporhamphus affinis,Tropical halfbeak,Miscellaneous pelagic fishes,forage fish
Hyporhamphus gilli,Choelo halfbeak,Miscellaneous pelagic fishes,forage fish
Hyporhamphus ihi,,Miscellaneous pelagic fishes,forage fish
Hyporhamphus roberti,Slender halfbeak,Miscellaneous pelagic fishes,forage fish
Hyporhamphus snyderi,Skipper halfbeak,Miscellaneous pelagic fishes,forage fish
Hyporhamphus unifasciatus,Common halfbeak,Miscellaneous pelagic fishes,forage fish
Hyporhamphus picarti,African halfbeak,Miscellaneous pelagic fishes,forage fish
Hyporhamphus sajori,Japanese halfbeak,Miscellaneous pelagic fishes,forage fish
Hyporhamphus rosae,California halfbeak,Miscellaneous pelagic fishes,forage fish
Hyporhamphus intermedius,Asian pencil halfbeak,Miscellaneous pelagic fishes,forage fish
Hyporhamphus limbatus,Congaturi halfbeak,Miscellaneous pelagic fishes,forage fish
Hyporhamphus quoyi,Quoy's garfish,Miscellaneous pelagic fishes,forage fish
Hyporhamphus sindensis,Sind halfbeak,Miscellaneous pelagic fishes,forage fish
Hyporhamphus unicuspis,Simpletooth halfbeak,Miscellaneous pelagic fishes,forage fish
Hemiramphus far,Black-barred halfbeak,Miscellaneous pelagic fishes,forage fish
Hemiramphus brasiliensis,Ballyhoo halfbeak,Miscellaneous pelagic fishes,forage fish
Hemiramphus marginatus,Yellowtip halfbeak,Miscellaneous pelagic fishes,forage fish
Hemiramphus balao,Balao halfbeak,Miscellaneous pelagic fishes,forage fish
Hemiramphus archipelagicus,Jumping halfbeak,Miscellaneous pelagic fishes,forage fish
Hemiramphus spp,,Miscellaneous pelagic fishes,forage fish
Hemirhamphodon chrysopunctatus,,Miscellaneous pelagic fishes,forage fish
Euleptorhamphus viridis,Ribbon halfbeak,Miscellaneous pelagic fishes,forage fish
Euleptorhamphus velox,Flying halfbeak,Miscellaneous pelagic fishes,forage fish
Melapedalion breve,,Miscellaneous pelagic fishes,forage fish
Nomorhamphus ravnaki,,Miscellaneous pelagic fishes,forage fish
Arrhamphus sclerolepis,,Miscellaneous pelagic fishes,forage fish
Rhynchorhamphus georgii,Long billed halfbeak,Miscellaneous pelagic fishes,forage fish
Tondanichthys kottelati,,Miscellaneous pelagic fishes,forage fish
Zenarchopterus dispar,,Miscellaneous pelagic fishes,forage fish
Hemiramphidae,Halfbeaks nei,Miscellaneous pelagic fishes,forage fish
Exocoetus volitans,Tropical two-wing flyingfish,Miscellaneous pelagic fishes,forage fish
Cypselurus oligolepis,,Miscellaneous pelagic fishes,forage fish
Cypselurus agoo,Japanese flyingfish,Miscellaneous pelagic fishes,forage fish
Cypselurus simus,Short-nosed flyingfish,Miscellaneous pelagic fishes,forage fish
Cypselurus poecilopterus,Yellowing flyingfish,Miscellaneous pelagic fishes,forage fish
Cypselurus spp,,Miscellaneous pelagic fishes,forage fish
Fodiator acutus,Sharpchin flyingfish,Miscellaneous pelagic fishes,forage fish
Prognichthys brevipinnis,Shortfin flyingfish,Miscellaneous pelagic fishes,forage fish
Prognichthys gibbifrons,Bluntnose flyingfish,Miscellaneous pelagic fishes,forage fish
Parexocoetus brachypterus,Sailfin flyingfish,Miscellaneous pelagic fishes,forage fish
Oxyporhamphus convexus,Halfbeak,Miscellaneous pelagic fishes,forage fish
Oxyporhamphus micropterus,Atlantic smallwing flyingfish,Miscellaneous pelagic fishes,forage fish
Hirundichthys affinis,Fourwing flyingfish,Miscellaneous pelagic fishes,forage fish
Hirundichthys rondeletii,Black wing flyingfish,Miscellaneous pelagic fishes,forage fish
Hirundichthys oxycephalus,Bony flyingfish,Miscellaneous pelagic fishes,forage fish
Cheilopogon furcatus,Spotfin flyingfish,Miscellaneous pelagic fishes,forage fish
Cheilopogon heterurus,,Miscellaneous pelagic fishes,forage fish
Cheilopogon nigricans,Blacksail flyingfish,Miscellaneous pelagic fishes,forage fish
Cheilopogon spilopterus,Manyspotted flyingfish,Miscellaneous pelagic fishes,forage fish
Cheilopogon suttoni,Sutton's flyingfish,Miscellaneous pelagic fishes,forage fish
Cheilopogon cyanopterus,Margined flyingfish,Miscellaneous pelagic fishes,forage fish
Cheilopogon melanurus,Atlantic flyingfish,Miscellaneous pelagic fishes,forage fish
Cheilopogon milleri,Guinean flyingfish,Miscellaneous pelagic fishes,forage fish
Cheilopogon pinnatibarbatus,Bennett’s flyingfish,Miscellaneous pelagic fishes,forage fish
Exocoetidae,Flyingfishes nei,Miscellaneous pelagic fishes,forage fish
Lampris guttatus,Opah,Miscellaneous pelagic fishes,other marine fish
Lampris immaculatus,Southern opah,Miscellaneous pelagic fishes,other marine fish
Lampris spp,Opahs nei,Miscellaneous pelagic fishes,other marine fish
Metavelifer multiradiatus,Spinyfin velifer,Miscellaneous pelagic fishes,other marine fish
Velifer hypselopterus,Sailfin velifer,Miscellaneous pelagic fishes,other marine fish
Eumecichthys fiski,Unicorn crestfish,Miscellaneous pelagic fishes,other marine fish
Lophotus lacepede,Crested oarfish,Miscellaneous pelagic fishes,other marine fish
Lophotus capellei,Unicornfish,Miscellaneous pelagic fishes,other marine fish
Desmodema polystictum,Polka-dot ribbonfish,Miscellaneous pelagic fishes,other marine fish
Trachipterus trachypterus,Mediterranean dealfish,Miscellaneous pelagic fishes,other marine fish
Trachipterus arcticus,Dealfish,Miscellaneous pelagic fishes,other marine fish
Trachipterus jacksonensis,Blackflash ribbonfish,Miscellaneous pelagic fishes,other marine fish
Trachipterus ishikawae,Slender ribbonfish,Miscellaneous pelagic fishes,other marine fish
Trachipterus spp,Dealfishes,Miscellaneous pelagic fishes,other marine fish
Zu elongatus,Taper-tail ribbonfish,Miscellaneous pelagic fishes,other marine fish
Zu cristatus,Scalloped ribbonfish,Miscellaneous pelagic fishes,other marine fish
Trachipteridae,Ribbonfishes,Miscellaneous pelagic fishes,other marine fish
Regalecus glesne,King of herrings,Miscellaneous pelagic fishes,other marine fish
Agrostichthys parkeri,Streamer fish,Miscellaneous pelagic fishes,other marine fish
Gymnetrus russelii,,Miscellaneous pelagic fishes,other marine fish
Regalecidae,Oarfishes nei,Miscellaneous pelagic fishes,other marine fish
Stylephorus chordatus,Tube-eye,Miscellaneous pelagic fishes,other marine fish
Ateleopus indicus,,Miscellaneous pelagic fishes,other marine fish
Ateleopus natalensis,Jelly-head fish,Miscellaneous pelagic fishes,other marine fish
Guentherus altivela,Jellynose,Miscellaneous pelagic fishes,other marine fish
Ijimaia dofleini,,Miscellaneous pelagic fishes,other marine fish
Ijimaia loppei,Loppe's tadpole fish,Miscellaneous pelagic fishes,other marine fish
Ateleopodidae,Jellynose fishes nei,Miscellaneous pelagic fishes,other marine fish
Eutaeniophorus festivus,Festive ribbonfish,Miscellaneous pelagic fishes,other marine fish
Mirapinna esau,Hairyfish,Miscellaneous pelagic fishes,other marine fish
Parataeniophorus brevis,,Miscellaneous pelagic fishes,other marine fish
Ataxolepis apus,,Miscellaneous pelagic fishes,other marine fish
Cetomimoides parri,,Miscellaneous pelagic fishes,other marine fish
Radiicephalus elongatus,Tapertail,Miscellaneous pelagic fishes,other marine fish
Gulaphallus bikolanus,,Miscellaneous pelagic fishes,forage fish
Neostethus amaricola,,Miscellaneous pelagic fishes,forage fish
Phallostethus dunckeri,,Miscellaneous pelagic fishes,forage fish
Phenacostethus posthon,,Miscellaneous pelagic fishes,forage fish
Atherinella argentea,Moon silverside,Miscellaneous pelagic fishes,forage fish
Odontesthes regia,Chilean silverside,Miscellaneous pelagic fishes,forage fish
Odontesthes smitti,,Miscellaneous pelagic fishes,forage fish
Odontesthes spp,,Miscellaneous pelagic fishes,forage fish
Atherina boyeri,Big-scale sand smelt,Miscellaneous pelagic fishes,forage fish
Atherina hepsetus,Mediterranean sand smelt,Miscellaneous pelagic fishes,forage fish
Atherina presbyter,Sand smelt,Miscellaneous pelagic fishes,forage fish
Atherina breviceps,Cape silverside,Miscellaneous pelagic fishes,forage fish
Atherina lopeziana,,Miscellaneous pelagic fishes,forage fish
Atherina spp,Sand smelts nei,Miscellaneous pelagic fishes,forage fish
Atherinomorus balabacensis,Balabac Island silverside,Miscellaneous pelagic fishes,forage fish
Atherinomorus lacunosus,Hardyhead silverside,Miscellaneous pelagic fishes,forage fish
Atherinops affinis,Topsmelt silverside,Miscellaneous pelagic fishes,forage fish
Atherion africanus,Pricklenose silverside,Miscellaneous pelagic fishes,forage fish
Eurystole eriarcha,Longfin silverside,Miscellaneous pelagic fishes,forage fish
Coleotropis blackburni,Beach silverside,Miscellaneous pelagic fishes,forage fish
Leuresthes sardina,Gulf grunion,Miscellaneous pelagic fishes,forage fish
Colpichthys hubbsi,Delta silverside,Miscellaneous pelagic fishes,forage fish
Menidia beryllina,Inland silverside,Miscellaneous pelagic fishes,forage fish
Menidia menidia,Atlantic silverside,Miscellaneous pelagic fishes,forage fish
Craterocephalus capreoli,Rendahl's hardyhead,Miscellaneous pelagic fishes,forage fish
Melaniris pachylepis,Thickscale silverside,Miscellaneous pelagic fishes,forage fish
Melanorhinus cyanellus,Blackback silverside,Miscellaneous pelagic fishes,forage fish
Atherinosoma wallacei,,Miscellaneous pelagic fishes,forage fish
Membras analis,Backwaters silverside,Miscellaneous pelagic fishes,forage fish
Stenatherina panatela,Panatella silverside,Miscellaneous pelagic fishes,forage fish
Hypoatherina barnesi,Barnes' silverside,Miscellaneous pelagic fishes,forage fish
Hypoatherina temminckii,Samoan silverside,Miscellaneous pelagic fishes,forage fish
Atherinopsis californiensis,Jack silverside,Miscellaneous pelagic fishes,forage fish
Teramulus kieneri,Kiener's silverside,Miscellaneous pelagic fishes,forage fish
Atherinidae,Silversides(=Sand smelts) nei,Miscellaneous pelagic fishes,forage fish
Iso flosmaris,,Miscellaneous pelagic fishes,forage fish
Notocheirus hubbsi,,Miscellaneous pelagic fishes,forage fish
Kalyptatherina helodes,Marine sailfin silverside,Miscellaneous pelagic fishes,forage fish
Paratherina cyanea,,Miscellaneous pelagic fishes,forage fish
Quirichthys stramineus,,Miscellaneous pelagic fishes,forage fish
Telmatherina abendanoni,,Miscellaneous pelagic fishes,forage fish
Tominanga aurea,,Miscellaneous pelagic fishes,forage fish
Dentatherina merceri,Mercer's tusked silverside,Miscellaneous pelagic fishes,forage fish
Lactarius lactarius,False trevally,Miscellaneous pelagic fishes,other marine percoidids
Pomatomus saltatrix,Bluefish,Miscellaneous pelagic fishes,other marine percoidids
Rachycentron canadum,Cobia,Miscellaneous pelagic fishes,other marine percoidids
Alepes djedaba,Shrimp scad,Miscellaneous pelagic fishes,carangids-mackerels
Alepes melanoptera,Blackfin scad,Miscellaneous pelagic fishes,carangids-mackerels
Alepes vari,Herring scad,Miscellaneous pelagic fishes,carangids-mackerels
Alepes kleinii,Razorbelly scad,Miscellaneous pelagic fishes,carangids-mackerels
Alepes spp,,Miscellaneous pelagic fishes,carangids-mackerels
Atule mate,Yellowtail scad,Miscellaneous pelagic fishes,carangids-mackerels
Trachurus trachurus,Atlantic horse mackerel,Miscellaneous pelagic fishes,carangids-mackerels
Trachurus picturatus,Blue jack mackerel,Miscellaneous pelagic fishes,carangids-mackerels
Trachurus japonicus,Japanese jack mackerel,Miscellaneous pelagic fishes,carangids-mackerels
Trachurus murphyi,Chilean jack mackerel,Miscellaneous pelagic fishes,carangids-mackerels
Trachurus symmetricus,Pacific jack mackerel,Miscellaneous pelagic fishes,carangids-mackerels
Trachurus mediterraneus,Mediterranean horse mackerel,Miscellaneous pelagic fishes,carangids-mackerels
Trachurus lathami,Rough scad,Miscellaneous pelagic fishes,carangids-mackerels
Trachurus capensis,Cape horse mackerel,Miscellaneous pelagic fishes,carangids-mackerels
Trachurus trecae,Cunene horse mackerel,Miscellaneous pelagic fishes,carangids-mackerels
Trachurus declivis,Greenback horse mackerel,Miscellaneous pelagic fishes,carangids-mackerels
Trachurus delagoa,African scad,Miscellaneous pelagic fishes,carangids-mackerels
Trachurus indicus,Arabian scad,Miscellaneous pelagic fishes,carangids-mackerels
